tripType,hotelName,Count,Type,Stars,English Name
FRIENDS,Tuan Ha Hotel,2,Hotel,,Mr Ha Hotel
COUPLES,Van Xuan Hotel,2,Hotel,,Van Xuan Hotel
NONE,Venus Hotel Tam Đảo,2,Hotel,,Venus Hotel Tam Dao
NONE,Victory Hotel,2,Hotel,,Victory Hotel
COUPLES,Viet Toan Hotel,2,Hotel,,Viet Toan Hotel
BUSINESS,Vietnam Backpacker Hostels - Ninhvana,2,Guesthouse / Hostel,,Vietnam Backpacker Hostels - Ninhvana
COUPLES,Villa Đảo Hoa Vàng,2,Bungalow / Villa / Retreat,,Villa Dao Hoa Vang
FRIENDS,Villa Đảo Hoa Vàng,2,Bungalow / Villa / Retreat,,Villa Dao Hoa Vang
FRIENDS,Vinholidays Fiesta Phú Quốc,2,,,Vinholidays Fiesta Phu Quoc
SOLO,Vinholidays Fiesta Phú Quốc,2,,,Vinholidays Fiesta Phu Quoc
SOLO,Vinpearl Discovery Coastalland Phú Quốc,2,Hotel,5,Vinpearl Discovery Coastalland Phu Quoc
COUPLES,Vinpearl Discovery Greenhill Phú Quốc,2,Resort,5,Vinpearl Discovery Greenhill Phu Quoc
SOLO,Vinpearl Discovery Wonderworld Phú Quốc,2,Resort,5,Vinpearl Discovery Wonderworld Phu Quoc
FRIENDS,Violet Hotel,2,Hotel,,Violet Hotel
NONE,Violet Hotel,2,Hotel,,Violet Hotel
NONE,Wild Beach Phu Quoc Resort,2,Resort,,Wild Beach Phu Quoc Resort
BUSINESS,Wyndham Garden Cam Ranh Resort,2,Resort,,Wyndham Garden Cam Ranh Resort
COUPLES,Xuân Hiền Resort,2,Resort,,Xuan Hien Resort
COUPLES,Yen Bai Homestay- Zoni House,2,Homestay / Farmstay / House / Lodge / Eco,,Yen Bai Homestay- Zoni House
FRIENDS,19th Century- Cat Bien Farmstay Resort,1,Resort,,19th Century- Cat Bien Farmstay Resort
FRIENDS,A Little Leaf Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,A Little Leaf Homestay
NONE,A Little Leaf Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,A Little Leaf Homestay
SOLO,A Sên Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,A Sen Homestay
COUPLES,Adventure Trek Logde,1,,,Adventure Trek Logde
FRIENDS,Aladdin Homestay Đồng Văn,1,Homestay / Farmstay / House / Lodge / Eco,,Aladdin Homestay Dong Van
FAMILY,Allure Hotel,1,Hotel,,Allure Hotel
COUPLES,"Amaya Home Soc Son Resort, Spa & Restaurant",1,Resort,,"Amaya Home Soc Son Resort, Spa & Restaurant"
SOLO,An Binh Hotel,1,Hotel,,An Binh Hotel
FRIENDS,Ana Mandara Cam Ranh,1,,,Ana Mandara Cam Ranh
NONE,Ana Mandara Cam Ranh,1,,,Ana Mandara Cam Ranh
NONE,Anh Dao Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Anh Dao Homestay
BUSINESS,Anh Huy Hotel,1,Hotel,,Anh Huy Hotel
COUPLES,Anh Huy Hotel,1,Hotel,,Anh Huy Hotel
SOLO,Anh Huy Hotel,1,Hotel,,Anh Huy Hotel
BUSINESS,Anh Phat Resort,1,Resort,,Anh Phat Resort
SOLO,Aniise Villa Resort,1,Resort,,Aniise Villa Resort
FRIENDS,Annabo Tam Thanh Beach House,1,Homestay / Farmstay / House / Lodge / Eco,,Annabo Tam Thanh Beach House
COUPLES,Applebee's Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Applebee's Homestay
FRIENDS,Areca Bungalow,1,Bungalow / Villa / Retreat,,Areca Bungalow
NONE,Areca Bungalow,1,Bungalow / Villa / Retreat,,Areca Bungalow
SOLO,Areca Bungalow,1,Bungalow / Villa / Retreat,,Areca Bungalow
SOLO,Asean Hotel,1,Hotel,,Asean Hotel
NONE,Auberge de Meo Vac - Mountain Lodge,1,Homestay / Farmstay / House / Lodge / Eco,,Auberge de Meo Vac - Mountain Lodge
FRIENDS,Aurora Hotel Plaza,1,Hotel,,Aurora Hotel Plaza
NONE,Aurora Hotel Plaza,1,Hotel,,Aurora Hotel Plaza
SOLO,Aurora Hotel Plaza,1,Hotel,,Aurora Hotel Plaza
COUPLES,Aurora Mekong hotel,1,Hotel,,Aurora Mekong Hotel
COUPLES,Azerai Ke Ga Bay,1,,,Azerai Ke Ga Bay
FAMILY,Azerai Ke Ga Bay,1,,,Azerai Ke Ga Bay
FRIENDS,Azerai Ke Ga Bay,1,,,Azerai Ke Ga Bay
COUPLES,Ba Be Lake Homesta - Nhà Nghỉ Quỳnh Chi,1,Homestay / Farmstay / House / Lodge / Eco,,Ba Be Lake Homesta - Quynh Chi Guesthouse
COUPLES,Ba Duc Ancient House,1,Homestay / Farmstay / House / Lodge / Eco,,Ba Duc Ancient House
FRIENDS,Bac Ha Boutique,1,,,Bac Ha Boutique
COUPLES,Bac Ha Family Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Bac Ha Family Homestay
COUPLES,Bac Ha Lake View,1,,,Bac Ha Lake View
FRIENDS,Bac Ha Lake View,1,,,Bac Ha Lake View
NONE,Bac Ha Threeland Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Bac Ha Threeland Homestay
SOLO,Bac Ha Threeland Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Bac Ha Threeland Homestay
BUSINESS,Bac Lieu Hotel,1,Hotel,,Bac Lieu Hotel
FAMILY,Bac Lieu Hotel,1,Hotel,,Bac Lieu Hotel
COUPLES,Bach Dai Dung Hotel,1,Hotel,,Bach Dai Dung Hotel
FRIENDS,Bach Dang Hotel,1,Hotel,,Bach Dang Hotel
NONE,Backpackers Hotel,1,Hotel,,Backpackers Hotel
SOLO,Bai Lu Resort,1,Resort,,Bai Lu Resort
FRIENDS,Banana Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Banana Homestay
NONE,Bao Lac Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Bao Lac Homestay
SOLO,Bao Loc Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Bao Loc Homestay
COUPLES,Bàu Mai Apricot Beach Resort & Spa,1,Resort,,Bau Mai Apricot Beach Resort & Spa
NONE,Ben Tre Farm Stay,1,Homestay / Farmstay / House / Lodge / Eco,,Ben Tre Farm Stay
FRIENDS,Bến Tre Garden Farmstay,1,Homestay / Farmstay / House / Lodge / Eco,,Ben Tre Garden Farmstay
NONE,Bho Hoong Bungalows,1,Bungalow / Villa / Retreat,,Bho Hoong Bungalows
FAMILY,Biệt Thự Sao Mai,1,,,Sao Mai Villa
COUPLES,Binh Minh Hostel,1,Guesthouse / Hostel,,Binh Minh Hostel
FRIENDS,Binh Minh Hostel,1,Guesthouse / Hostel,,Binh Minh Hostel
FAMILY,Bình Yên House Mèo Vạc Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Binh Yen House Meo Vac Homestay
FAMILY,Bình Yên Motel,1,,,Binh Yen Motel
FAMILY,"Blue Anchor - Lodge & Café, Binh Ba island",1,Homestay / Farmstay / House / Lodge / Eco,,"Blue Anchor - Lodge & Café, Binh Ba island"
COUPLES,BMC Hà Tĩnh Hotel,1,Hotel,,BMC Ha Tinh Hotel
FRIENDS,BMC Hà Tĩnh Hotel,1,Hotel,,BMC Ha Tinh Hotel
COUPLES,Brighton Boutique Hotel,1,Hotel,,Brighton Boutique Hotel
SOLO,BUI homestay Dong Van,1,Homestay / Farmstay / House / Lodge / Eco,,BUI homestay Dong Van
FAMILY,Ca Na Hotel,1,Hotel,,Ca Na Hotel
SOLO,Ca Na Hotel,1,Hotel,,Ca Na Hotel
FRIENDS,Cam Binh Resort,1,Resort,,Cam Binh Resort
NONE,Cam Ha Hotel,1,Hotel,,Cam Ha Hotel
FAMILY,Cam Ranh Hotel 1,1,Hotel,,Cam Ranh Hotel 1
SOLO,Carambola Bungalow,1,Bungalow / Villa / Retreat,,Carambola Bungalow
SOLO,Cat Tien Farm Stay,1,Homestay / Farmstay / House / Lodge / Eco,,Cat Tien Farm Stay
COUPLES,Cat Tien Farmer Lodge,1,Homestay / Farmstay / House / Lodge / Eco,,Cat Tien Farmer Lodge
FAMILY,Cattien Eco Backpackers Hostel,1,Guesthouse / Hostel,,Cattien Eco Backpackers Hostel
SOLO,Central Hotel,1,Hotel,,Central Hotel
FRIENDS,Chalet Suisse Guest House,1,Guesthouse / Hostel,,Chalet Suisse Guest House
NONE,Chalet Suisse Guest House,1,Guesthouse / Hostel,,Chalet Suisse Guest House
COUPLES,Chappi Mountains Homestay Bungalows & Coffee Resting Station,1,Homestay / Farmstay / House / Lodge / Eco,,Chappi Mountains Homestay Bungalows & Coffee Resting Station
NONE,Chappi Mountains Homestay Bungalows & Coffee Resting Station,1,Homestay / Farmstay / House / Lodge / Eco,,Chappi Mountains Homestay Bungalows & Coffee Resting Station
COUPLES,Charm's Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Charm's Homestay
COUPLES,Chau Khuong Hotel,1,Hotel,,Chau Khuong Hotel
FRIENDS,Chillout Village Homestay Tam Đảo,1,Homestay / Farmstay / House / Lodge / Eco,,Chillout Village Homestay Tam Dao
NONE,Chu Thoong,1,,,Chu Thoong
SOLO,Chuong Duong Hotel,1,Hotel,,Chuong Duong Hotel
SOLO,CiCi Homestay Dong Van,1,Homestay / Farmstay / House / Lodge / Eco,,CiCi Homestay Dong Van
COUPLES,Citadines Central Binh Duong,1,,,Citadines Central Binh Duong
FRIENDS,Cơ sở lưu trú du lịch Bảy Thời,1,,,Bay Thoi tourist accommodation facility
NONE,Cơ sở lưu trú du lịch Bảy Thời,1,,,Bay Thoi tourist accommodation facility
FAMILY,Cơ sở lưu trú du lịch Happy Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Happy Homestay tourist accommodation facility
SOLO,Coco Beachcamp,1,Bungalow / Villa / Retreat,,Coco Beachcamp
BUSINESS,Coco Riverside Lodge,1,Homestay / Farmstay / House / Lodge / Eco,,Coco Riverside Lodge
SOLO,Coco Riverside Lodge,1,Homestay / Farmstay / House / Lodge / Eco,,Coco Riverside Lodge
COUPLES,Coco Valley Hotel & Restaurant,1,Hotel,,Coco Valley Hotel & Restaurant
FAMILY,Coco Valley Hotel & Restaurant,1,Hotel,,Coco Valley Hotel & Restaurant
SOLO,Coco Valley Hotel & Restaurant,1,Hotel,,Coco Valley Hotel & Restaurant
NONE,Coco Village Phu Quoc Resort & Spa,1,Resort,,Coco Village Phu Quoc Resort & Spa
FAMILY,Cocoland River Beach Resort & Spa,1,Resort,,Cocoland River Beach Resort & Spa
SOLO,Cocoland River Beach Resort & Spa,1,Resort,,Cocoland River Beach Resort & Spa
SOLO,Coffee Homestay Làng Hồ,1,Homestay / Farmstay / House / Lodge / Eco,,Coffee Homestay Lang Ho
SOLO,Cơmlam Eco House,1,Homestay / Farmstay / House / Lodge / Eco,,Cơmlam Eco House
COUPLES,Cong Doan Hotel,1,Hotel,,Cong Doan Hotel
FAMILY,Công Ty Tnhh,1,,,"Co., Ltd"
SOLO,Cosiana Resort,1,Resort,,Cosiana Resort
COUPLES,Cua Tu Waterfall Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Cua Tu Waterfall Homestay
SOLO,Cuu Long A Hotel,1,Hotel,,Cuu Long A Hotel
BUSINESS,Cuu Long Hotel,1,Hotel,,Cuu Long Hotel
SOLO,Cuu Long Hotel,1,Hotel,,Cuu Long Hotel
COUPLES,Cửu Long Hotel,1,Hotel,,Cuu Long Hotel
FAMILY,Cửu Long Hotel,1,Hotel,,Cuu Long Hotel
NONE,Cửu Long Hotel,1,Hotel,,Cuu Long Hotel
COUPLES,Da Huong Hotel,1,Hotel,,Da Huong Hotel
FRIENDS,Da Huong Hotel,1,Hotel,,Da Huong Hotel
SOLO,Da Huong Hotel,1,Hotel,,Da Huong Hotel
COUPLES,Dad Resort,1,Resort,,Dad Resort
FRIENDS,Dad Resort,1,Resort,,Dad Resort
NONE,Dad Resort,1,Resort,,Dad Resort
COUPLES,Dalat Home,1,Homestay / Farmstay / House / Lodge / Eco,,Dalat Home
FAMILY,Dalat Home,1,Homestay / Farmstay / House / Lodge / Eco,,Dalat Home
FRIENDS,Dalat Home,1,Homestay / Farmstay / House / Lodge / Eco,,Dalat Home
NONE,Dao Lodge,1,Homestay / Farmstay / House / Lodge / Eco,,Dao Lodge
BUSINESS,Dao Nguyen Hotel,1,Hotel,,Dao Nguyen Hotel
COUPLES,Dao Nguyen Hotel,1,Hotel,,Dao Nguyen Hotel
COUPLES,Dat Diem Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Dat Diem Homestay
COUPLES,Diamond Resort,1,Resort,,Diamond Resort
FRIENDS,Diamond Resort,1,Resort,,Diamond Resort
SOLO,Diamond Resort,1,Resort,,Diamond Resort
BUSINESS,Diamond Stars Ben Tre Hotel,1,Hotel,,Diamond Stars Ben Tre Hotel
FRIENDS,Diamond Stars Ben Tre Hotel,1,Hotel,,Diamond Stars Ben Tre Hotel
SOLO,Diamond Stars Ben Tre Hotel,1,Hotel,,Diamond Stars Ben Tre Hotel
FAMILY,Dic Star Hotels & Resorts Vinh Phuc,1,Resort,,Dic Star Hotels & Resorts Vinh Phuc
NONE,Dịch vụ lưu trú du lịch Duyên Quê,1,Homestay / Farmstay / House / Lodge / Eco,,Duyen Que tourist accommodation service
FRIENDS,Dịch vụ lưu trú Làng Việt,1,Homestay / Farmstay / House / Lodge / Eco,,Viet Village accommodation service
FAMILY,Dịch vụ lưu trú Quỳnh Mai,1,Homestay / Farmstay / House / Lodge / Eco,,Quynh Mai accommodation service
SOLO,Dịch vụ lưu trú Quỳnh Mai,1,Homestay / Farmstay / House / Lodge / Eco,,Quynh Mai accommodation service
COUPLES,Dien Chau Trade Hotel,1,Hotel,,Dien Chau Trade Hotel
NONE,Dinh Villa,1,Bungalow / Villa / Retreat,,Dinh Villa
COUPLES,Dlgl - Dung Quat Hotel,1,Hotel,,Dlgl - Dung Quat Hotel
FAMILY,Dlgl - Dung Quat Hotel,1,Hotel,,Dlgl - Dung Quat Hotel
FRIENDS,Dlgl - Dung Quat Hotel,1,Hotel,,Dlgl - Dung Quat Hotel
NONE,Dlgl - Dung Quat Hotel,1,Hotel,,Dlgl - Dung Quat Hotel
BUSINESS,DMZ Hotel,1,Hotel,,DMZ Hotel
COUPLES,DMZ Hotel,1,Hotel,,DMZ Hotel
FRIENDS,DMZ Hotel,1,Hotel,,DMZ Hotel
COUPLES,Do Gu Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Do Gu Homestay
FRIENDS,Do Gu Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Do Gu Homestay
SOLO,Do Gu Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Do Gu Homestay
COUPLES,Đoàn Gia Resort Phong Nha,1,Resort,,Doan Gia Resort Phong Nha
FRIENDS,Doi Nai Vang Resort,1,Resort,,Two Nai Vang Resort
SOLO,Dong A Hotel 1,1,Hotel,,Dong A Hotel 1
COUPLES,Dong Hai Hotel,1,Hotel,,Dong Hai Hotel
FAMILY,Dong Hai Hotel,1,Hotel,,Dong Hai Hotel
FRIENDS,Dong Hai Hotel,1,Hotel,,Dong Hai Hotel
NONE,Dong Nai Golf Resort,1,Resort,,Dong Nai Golf Resort
FAMILY,Dong Nai Hotel,1,Hotel,,Dong Nai Hotel
NONE,Dong Nai Hotel,1,Hotel,,Dong Nai Hotel
FAMILY,Dong Ne Hotel & Resort,1,Resort,,Dong Ne Hotel & Resort
BUSINESS,Dong Tam Hotel,1,Hotel,,Dong Tam Hotel
COUPLES,Dong Tam Hotel,1,Hotel,,Dong Tam Hotel
FAMILY,Dong Tam Hotel,1,Hotel,,Dong Tam Hotel
SOLO,Dong Tam Hotel,1,Hotel,,Dong Tam Hotel
FAMILY,Dong Van Bar Hotel,1,Hotel,,Dong Van Bar Hotel
COUPLES,Dong Van Cliffside House,1,Homestay / Farmstay / House / Lodge / Eco,,Dong Van Cliffside House
NONE,Dong Van Cliffside House,1,Homestay / Farmstay / House / Lodge / Eco,,Dong Van Cliffside House
FRIENDS,Dong Van H'Mong Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Dong Van H'Mong Homestay
NONE,Dong Van H'Mong Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Dong Van H'Mong Homestay
COUPLES,Dragon Bay Hotel,1,Hotel,,Dragon Bay Hotel
SOLO,Dragon Bay Hotel,1,Hotel,,Dragon Bay Hotel
FRIENDS,Dragonfly Hotel,1,Hotel,,Dragonfly Hotel
NONE,Dream Palace Hotel,1,Hotel,,Dream Palace Hotel
COUPLES,Dsoul Minimal Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Dsoul Minimal Homestay
FRIENDS,Du Gia Stream Lodge,1,Homestay / Farmstay / House / Lodge / Eco,,Du Gia Stream Lodge
NONE,Du Gia Stream Lodge,1,Homestay / Farmstay / House / Lodge / Eco,,Du Gia Stream Lodge
FAMILY,Du Hung Hotel 1,1,Hotel,,Du Hung Hotel 1
SOLO,Du Hung Hotel 1,1,Hotel,,Du Hung Hotel 1
BUSINESS,Du Hung Hotel 2,1,Hotel,,Du Hung Hotel 2
FRIENDS,Duong Chau Hotel,1,Hotel,,Duong Chau Hotel
NONE,Duy Anh Hotel,1,Hotel,,Duy Anh Hotel
COUPLES,Duy Phuong Hotel,1,Hotel,,Duy Phuong Hotel
FRIENDS,Duy Tho Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Duy Tho Homestay
SOLO,Duy Tho Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Duy Tho Homestay
FAMILY,Eco Floor Bird Song Lodge,1,Homestay / Farmstay / House / Lodge / Eco,,Eco Floor Bird Song Lodge
NONE,Eco Floor Bird Song Lodge,1,Homestay / Farmstay / House / Lodge / Eco,,Eco Floor Bird Song Lodge
COUPLES,Escalade Experience,1,,,Escalade Experience
NONE,Escalade Experience,1,,,Escalade Experience
FAMILY,Fairfield by Marriott South Binh Duong,1,,,Fairfield by Marriott South Binh Duong
SOLO,Fairfield by Marriott South Binh Duong,1,,,Fairfield by Marriott South Binh Duong
COUPLES,Fami Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Fami Homestay
FAMILY,Family Hotel,1,Hotel,,Family Hotel
COUPLES,Family Transit 2 Hotel,1,Hotel,,Family Transit 2 Hotel
SOLO,For You Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,For You Homestay
BUSINESS,Four Points by Sheraton Lang Son,1,,,Four Points by Sheraton Lang Son
COUPLES,Four Points by Sheraton Lang Son,1,,,Four Points by Sheraton Lang Son
FAMILY,Four Points by Sheraton Lang Son,1,,,Four Points by Sheraton Lang Son
NONE,Four Points by Sheraton Lang Son,1,,,Four Points by Sheraton Lang Son
SOLO,Four Points by Sheraton Lang Son,1,,,Four Points by Sheraton Lang Son
NONE,Galaxy Hotel,1,Hotel,,Galaxy Hotel
SOLO,Galaxy Hotel,1,Hotel,,Galaxy Hotel
NONE,Gam Troi Art Valley,1,,,Gam Troi Art Valley
FAMILY,Garden Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Garden Homestay
FAMILY,Garden House,1,Homestay / Farmstay / House / Lodge / Eco,,Garden House
BUSINESS,Gia Hoa 2 Hotel,1,Hotel,,Gia Hoa 2 Hotel
COUPLES,Gia Hoa 2 Hotel,1,Hotel,,Gia Hoa 2 Hotel
FRIENDS,Gia Hoa 2 Hotel,1,Hotel,,Gia Hoa 2 Hotel
COUPLES,Gia Le Hotel,1,Hotel,,Gia Le Hotel
COUPLES,Gibbon Singing Home Stay,1,Homestay / Farmstay / House / Lodge / Eco,,Gibbon Singing Home Stay
NONE,Gibbon Singing Home Stay,1,Homestay / Farmstay / House / Lodge / Eco,,Gibbon Singing Home Stay
SOLO,Gibbon Singing Home Stay,1,Homestay / Farmstay / House / Lodge / Eco,,Gibbon Singing Home Stay
NONE,Gio Song Hotel 2,1,Hotel,,Gio Song Hotel 2
NONE,Glamprose Mang Den,1,,,Glamprose Mang Den
BUSINESS,GM Doc Let Beach Resort & Spa,1,Resort,,GM Doc Let Beach Resort & Spa
SOLO,GM Doc Let Beach Resort & Spa,1,Resort,,GM Doc Let Beach Resort & Spa
FRIENDS,Gold City Hotel,1,Hotel,,Gold City Hotel
FAMILY,Gold Sand Beach Bungalow,1,Bungalow / Villa / Retreat,,Gold Sand Beach Bungalow
SOLO,Golden Forest Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Golden Forest Homestay
COUPLES,Golden Rice Garden,1,,,Golden Rice Garden
FRIENDS,Golden Rice Garden,1,,,Golden Rice Garden
BUSINESS,Green Bamboo Lodge,1,Homestay / Farmstay / House / Lodge / Eco,,Green Bamboo Lodge
BUSINESS,Green Bay Phu Quoc Resort & Spa,1,Resort,,Green Bay Phu Quoc Resort & Spa
COUPLES,Green Co To Hotel,1,Hotel,,Green Co To Hotel
COUPLES,Green Garden Bungalow,1,Bungalow / Villa / Retreat,,Green Garden Bungalow
FAMILY,Green Garden Bungalow,1,Bungalow / Villa / Retreat,,Green Garden Bungalow
COUPLES,Green Hotel,1,Hotel,,Green Hotel
FRIENDS,Green Hotel,1,Hotel,,Green Hotel
BUSINESS,Green Karst Hostel & Bar,1,Guesthouse / Hostel,,Green Karst Hostel & Bar
FAMILY,Green Karst Hostel & Bar,1,Guesthouse / Hostel,,Green Karst Hostel & Bar
FRIENDS,Green Karst Hostel & Bar,1,Guesthouse / Hostel,,Green Karst Hostel & Bar
COUPLES,Green Land Backpackers Hostel,1,Guesthouse / Hostel,,Green Land Backpackers Hostel
FAMILY,Green Mountain Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Green Mountain Homestay
NONE,Green Valley Hotel,1,Hotel,,Green Valley Hotel
FRIENDS,Green World Hotel,1,Hotel,,Green World Hotel
COUPLES,GreenVietnam Ecolodge,1,Homestay / Farmstay / House / Lodge / Eco,,GreenVietnam Ecolodge
FAMILY,GreenVietnam Ecolodge,1,Homestay / Farmstay / House / Lodge / Eco,,GreenVietnam Ecolodge
NONE,GreenVietnam Ecolodge,1,Homestay / Farmstay / House / Lodge / Eco,,GreenVietnam Ecolodge
FRIENDS,Ha Tien Happy Hotel,1,Hotel,,Ha Tien Happy Hotel
NONE,Ha Tien Happy Hotel,1,Hotel,,Ha Tien Happy Hotel
COUPLES,Ha Tien Hotel,1,Hotel,,Ha Tien Hotel
FAMILY,Ha Tien Hotel,1,Hotel,,Ha Tien Hotel
SOLO,Ha Tien Hotel,1,Hotel,,Ha Tien Hotel
FRIENDS,Hai Anh Guesthouse,1,Guesthouse / Hostel,,Hai Anh Guesthouse
COUPLES,Hai Dang Hotel,1,Hotel,,Hi Dang Hotel
BUSINESS,Hai Duong Garden,1,,,Hai Duong Garden
FAMILY,Hai Khanh Hotel,1,Hotel,,Hai Khanh Hotel
NONE,Hai Khanh Hotel,1,Hotel,,Hai Khanh Hotel
COUPLES,Hai Long homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Hai Long homestay
FRIENDS,Hai Long homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Hai Long homestay
NONE,Hai Long homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Hai Long homestay
SOLO,Hai Nam Guesthouse,1,Guesthouse / Hostel,,Hai Nam Guesthouse
BUSINESS,Hai Phuong Hotel,1,Hotel,,Hai Phuong Hotel
FAMILY,Hai Phuong Hotel,1,Hotel,,Hai Phuong Hotel
FAMILY,Hammock Glamping,1,,,Hammock Glamping
NONE,Hana Riverside Villa,1,Bungalow / Villa / Retreat,,Hana Riverside Villa
SOLO,Hana Riverside Villa,1,Bungalow / Villa / Retreat,,Hana Riverside Villa
COUPLES,Hang Mua Family Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Hang Mua Family Homestay
COUPLES,Hang Mua Valley Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Hang Mua Valley Homestay
SOLO,Hang Mua Valley Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Hang Mua Valley Homestay
COUPLES,Happy Farm Tien Giang Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Happy Farm Tien Giang Homestay
FAMILY,Happy Farm Tien Giang Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Happy Farm Tien Giang Homestay
FAMILY,Hello Mu Cang Chai Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Hello Mu Cang Chai Homestay
NONE,Hello Mu Cang Chai Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Hello Mu Cang Chai Homestay
NONE,Highway 20 Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Highway 20 Homestay
SOLO,Hillside View Bungalow,1,Bungalow / Villa / Retreat,,Hillside View Bungalow
NONE,Hmong Family Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Hmong Family Homestay
COUPLES,Hnam Chang Ngeh Hospitality Training Center & Hotel,1,Hotel,,Hnam Chang Ngeh Hospitality Training Center & Hotel
FRIENDS,Hnam Chang Ngeh Hospitality Training Center & Hotel,1,Hotel,,Hnam Chang Ngeh Hospitality Training Center & Hotel
NONE,Ho Nam Resort,1,Resort,,Ho Nam Resort
SOLO,Ho Nam Resort,1,Resort,,Ho Nam Resort
FAMILY,Ho Tram Garden Guesthouse,1,Guesthouse / Hostel,,Ho Tram Garden Guesthouse
COUPLES,Ho Tram Villa Mini Hotel,1,Hotel,,I have Tram Villa Mini Hotel
COUPLES,Hoa Binh Hotel,1,Hotel,,Hoa Binh Hotel
FAMILY,Hoa Binh Hotel,1,Hotel,,Hoa Binh Hotel
NONE,Hoa Binh Hotel,1,Hotel,,Hoa Binh Hotel
COUPLES,Hoa Dua Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Hoa Dua Homestay
SOLO,Hoa Dua Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Hoa Dua Homestay
FRIENDS,Hoa Loi Resort,1,Resort,,Hoa Loi Resort
FRIENDS,Hòa Phượng GuestHouse,1,Guesthouse / Hostel,,Hoa Phuong GuestHouse
FRIENDS,Hoa Sen Hotel,1,Hotel,,Hoa Sen Hotel
COUPLES,Hoa Son Homestay Ba Be Lake,1,Homestay / Farmstay / House / Lodge / Eco,,Hoa Son Homestay Ba Be Lake
COUPLES,Hoai Phu Hotel,1,Hotel,,Hoai Phu Hotel
NONE,Hoan Chau Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Hoan Chau Homestay
COUPLES,Hoan Hy Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Hoan Hy Homestay
FAMILY,Hoan My Hotel,1,Hotel,,Hoan My Hotel
COUPLES,Hoang An Hotel,1,Hotel,,Hoang An Hotel
COUPLES,Hoang Chanh Tri Hotel,1,Hotel,,Hoang Chanh Tri Hotel
COUPLES,Hoang Gia Hotel,1,Hotel,,Hoang Gia Hotel
COUPLES,Hoang Thinh Hotel,1,Hotel,,Hoang Thinh Hotel
FAMILY,Hoang Vu Hotel,1,Hotel,,Hoang Vu Hotel
FAMILY,Hodota Cam Bình Resort & Spa,1,Resort,,Hodota Cam Binh Resort & Spa
FAMILY,Hodota resort,1,Resort,,Hodota resort
FRIENDS,Hodota resort,1,Resort,,Hodota resort
FRIENDS,Home Sweet Home,1,Homestay / Farmstay / House / Lodge / Eco,,Home Sweet Home
SOLO,Homestay A1,1,Homestay / Farmstay / House / Lodge / Eco,,Homestay A1
FAMILY,Homestay Bai Huong - Ngo Khanh,1,Homestay / Farmstay / House / Lodge / Eco,,Homestay Bai Huong - Ngo Khanh
NONE,Homestay Bai Huong - Ngo Khanh,1,Homestay / Farmstay / House / Lodge / Eco,,Homestay Bai Huong - Ngo Khanh
